"GENE_ID"	"TISSUE_ID"	"REF_COUNT"	"ALT_COUNT"	"TOTAL_COUNT"	"NULL_RATIO"
"ENSG00000184178"	"MSCLSK"	5	3	8	0.51
"ENSG00000180425"	"MSCLSK"	63	68	131	0.51
"ENSG00000065000"	"MSCLSK"	11	11	22	0.51
"ENSG00000117298"	"MSCLSK"	24	19	43	0.51
"ENSG00000171456"	"MSCLSK"	712	593	1305	0.51
"ENSG00000003436"	"MSCLSK"	25	20	45	0.51
"ENSG00000129071"	"MSCLSK"	12	5	17	0.51
"ENSG00000251409"	"MSCLSK"	18	25	43	0.51
"ENSG00000167173"	"MSCLSK"	6	6	12	0.51
"ENSG00000110871"	"MSCLSK"	6	3	9	0.51
"ENSG00000023516"	"MSCLSK"	3	11	14	0.51
"ENSG00000038427"	"MSCLSK"	27	22	49	0.51
"ENSG00000054611"	"MSCLSK"	25	21	46	0.51
"ENSG00000145390"	"MSCLSK"	19	14	33	0.51
"ENSG00000111046"	"MSCLSK"	9	6	15	0.51
"ENSG00000088812"	"MSCLSK"	323	194	517	0.51
"ENSG00000188313"	"MSCLSK"	116	123	239	0.51
"ENSG00000089195"	"MSCLSK"	183	116	299	0.51
"ENSG00000243696"	"MSCLSK"	4	9	13	0.51
"ENSG00000172828"	"MSCLSK"	12	11	23	0.51
"ENSG00000139291"	"MSCLSK"	715	623	1338	0.51
"ENSG00000120533"	"MSCLSK"	7	4	11	0.51
"ENSG00000266714"	"MSCLSK"	97	76	173	0.51
"ENSG00000037280"	"MSCLSK"	6	4	10	0.51
"ENSG00000157881"	"MSCLSK"	60	51	111	0.51
"ENSG00000124406"	"MSCLSK"	12	12	24	0.51
"ENSG00000249673"	"MSCLSK"	19	29	48	0.51
"ENSG00000101363"	"MSCLSK"	2	7	9	0.51
"ENSG00000101439"	"MSCLSK"	19	36	55	0.51
"ENSG00000170579"	"MSCLSK"	8	5	13	0.51
"ENSG00000150995"	"MSCLSK"	19	27	46	0.51
"ENSG00000095370"	"MSCLSK"	16	22	38	0.51
"ENSG00000154265"	"MSCLSK"	9	10	19	0.51
"ENSG00000167526"	"MSCLSK"	88	92	180	0.51
"ENSG00000114631"	"MSCLSK"	19	13	32	0.51
"ENSG00000151292"	"MSCLSK"	30	47	77	0.51
"ENSG00000163909"	"MSCLSK"	7	4	11	0.51
"ENSG00000258985"	"MSCLSK"	26	31	57	0.51
"ENSG00000120800"	"MSCLSK"	12	14	26	0.51
"ENSG00000122484"	"MSCLSK"	33	25	58	0.51
"ENSG00000150768"	"MSCLSK"	10	3	13	0.51
"ENSG00000187486"	"MSCLSK"	8	2	10	0.51
"ENSG00000273237"	"MSCLSK"	6	4	10	0.51
"ENSG00000187889"	"MSCLSK"	16	18	34	0.51
"ENSG00000259291"	"MSCLSK"	198	165	363	0.51
"ENSG00000109846"	"MSCLSK"	206	221	427	0.51
"ENSG00000168495"	"MSCLSK"	13	14	27	0.51
"ENSG00000103671"	"MSCLSK"	65	47	112	0.51
"ENSG00000165171"	"MSCLSK"	6	5	11	0.51
"ENSG00000174444"	"MSCLSK"	20	21	41	0.51
"ENSG00000167549"	"MSCLSK"	12	10	22	0.51
"ENSG00000180628"	"MSCLSK"	41	31	72	0.51
"ENSG00000168917"	"MSCLSK"	26	14	40	0.51
"ENSG00000153162"	"MSCLSK"	9	1	10	0.51
"ENSG00000257337"	"MSCLSK"	15	9	24	0.51
"ENSG00000233461"	"MSCLSK"	12	14	26	0.51
"ENSG00000111670"	"MSCLSK"	13	8	21	0.51
"ENSG00000165029"	"MSCLSK"	15	8	23	0.51
"ENSG00000110002"	"MSCLSK"	18	8	26	0.51
"ENSG00000171604"	"MSCLSK"	5	16	21	0.51
"ENSG00000179094"	"MSCLSK"	353	324	677	0.51
"ENSG00000169045"	"MSCLSK"	12	11	23	0.51
"ENSG00000104805"	"MSCLSK"	396	344	740	0.51
"ENSG00000213903"	"MSCLSK"	11	16	27	0.51
"ENSG00000064726"	"MSCLSK"	410	382	792	0.51
"ENSG00000157020"	"MSCLSK"	58	55	113	0.51
"ENSG00000175564"	"MSCLSK"	30	31	61	0.51
"ENSG00000205078"	"MSCLSK"	15	18	33	0.51
"ENSG00000150756"	"MSCLSK"	7	13	20	0.51
"ENSG00000166257"	"MSCLSK"	11	10	21	0.51
"ENSG00000197044"	"MSCLSK"	30	34	64	0.51
"ENSG00000167900"	"MSCLSK"	24	16	40	0.51
"ENSG00000158480"	"MSCLSK"	41	35	76	0.51
"ENSG00000010165"	"MSCLSK"	23	20	43	0.51
"ENSG00000159176"	"MSCLSK"	18	21	39	0.51
